Building components;Building element;Level 3: Material;Unit;Quantity ;Repl (year);GWP [kg CO2 eq] A1-A3;GWP [kg CO2 eq];GHG from KBOB;KBOB ID;GWP [kg CO2 eq] KBOB ID;GHG from KBOB
Electrical equipment;Electrical and electronic system;PF;kg;123.2022552;10;439.5986633;0.010456179;0.0017993;7.013;0.614;4.02206E-05
Electrical equipment;Electrical and electronic system;Steel;kg;73.008;10;29.41124944;0.000699568;0.001184327;6.003;0.682;0.0017993
Electrical equipment;Electrical and electronic system;PF;kg;20.80116207;10;74.220744;0.001765395;0.000303789;7.013;0.614;0.001184327
Electrical equipment;Electrical and electronic system;Steel;kg;11.583;10;4.666207843;0.000110989;0.000187898;6.003;0.682;0.000303789
Electrical equipment;Electrical and electronic system;PF;kg;36.15559655;10;129.0069885;0.003068526;0.000528032;7.013;0.614;0.000187898
Electrical equipment;Electrical and electronic system;Steel;kg;15.795;10;6.363010696;0.000151349;0.000256224;6.003;0.682;0.000528032
Electrical equipment;Electrical and electronic system;PF;kg;76.72508276;10;273.7632016;0.00651166;0.001120527;7.013;0.614;0.000256224
Electrical equipment;Electrical and electronic system;Steel;kg;40.014;10;16.1196271;0.000383417;0.000649102;6.003;0.682;0.001120527
Electrical equipment;Electrical and electronic system;PF;kg;234.4377529;10;836.4986717;0.019896738;0.003423833;7.013;0.614;0.000649102
Electrical equipment;Electrical and electronic system;Steel;kg;122.265;10;49.25441612;0.001171553;0.001983367;6.003;0.682;0.003423833
Electrical equipment;Electrical and electronic system;Steel;kg;162.63;10;65.51544346;0.001558333;0.002638163;6.003;0.682;0.001983367
Electrical equipment;Electrical and electronic system;Steel;kg;2.95;10;1.188406556;2.82671E-05;4.79E-05;6.003;0.682;0.002638163
Electrical equipment;Electrical and electronic system;ElectronicCircuit;kg;0.3;10;10.3269419;0.000245634;#N/A;FALSE;#N/A;4.78545E-05
Electrical equipment;Electrical and electronic system;ABS;kg;0.224;10;1.077441666;2.56277E-05;4.23E-05;13.001;7.94;#N/A
Electrical equipment;Electrical and electronic system;Glass;kg;0.098;10;0.097364851;2.31589E-06;2.70E-06;3.005;1.16;4.23044E-05
Electrical equipment;Electrical and electronic system;ElectronicCircuit;kg;0.026;10;0.895001632;2.12883E-05;#N/A;FALSE;#N/A;2.70396E-06
Electrical equipment;Electrical and electronic system;ElectronicCircuit;kg;0.22;10;7.573090729;0.000180132;#N/A;FALSE;#N/A;#N/A
Electrical equipment;Electrical and electronic system;ElectronicCircuit;kg;11.88625;10;409.162044;0.009732221;#N/A;FALSE;#N/A;#N/A
Electrical equipment;Electrical and electronic system;ElectronicCircuit;kg;16.705;10;575.0385483;0.013677716;#N/A;FALSE;#N/A;#N/A
Electrical equipment;Electrical and electronic system;ElectronicCircuit;kg;2.25;10;77.45206427;0.001842255;#N/A;FALSE;#N/A;#N/A
Electrical equipment;Electrical and electronic system;ElectronicCircuit;kg;2.52;10;86.74631198;0.002063325;#N/A;FALSE;#N/A;#N/A
Electrical equipment;Electrical and electronic system;ElectronicCircuit;kg;1.72;10;59.20780024;0.001408301;#N/A;FALSE;#N/A;#N/A
Electrical equipment;Electrical and electronic system;ElectronicCircuit;kg;0.474;10;16.31656821;0.000388102;#N/A;FALSE;#N/A;#N/A
Electrical equipment;Electrical and electronic system;Steel;kg;1.273;10;0.512827643;1.2198E-05;2.07E-05;6.003;0.682;#N/A
Electrical equipment;Electrical and electronic system;Copper;kg;2.45;10;2.686056921;6.38898E-05;0.000127622;6.008;2.19;2.06504E-05
Electrical equipment;Electrical and electronic system;PA;kg;6.16;10;60.63825755;0.001442326;3.88E-05;1.041;0.265;0.000127622
Electrical equipment;Lighting;Steel;kg;2.455494881;25;0.989195327;9.4115E-06;1.59E-05;6.003;0.682;3.88278E-05
Electrical equipment;Lighting;ElectronicCircuit;kg;1.052354949;25;36.22536139;0.000344659;#N/A;FALSE;#N/A;1.59331E-05
Electrical equipment;Lighting;Steel;kg;1.872798635;25;0.754456331;7.17812E-06;1.22E-05;6.003;0.682;#N/A
Electrical equipment;Lighting;ElectronicCircuit;kg;0.802627986;25;27.62897528;0.00026287;#N/A;FALSE;#N/A;1.21521E-05
Electrical equipment;Lighting;Steel;kg;5.035699659;25;2.028629996;1.9301E-05;3.27E-05;6.003;0.682;#N/A
Electrical equipment;Lighting;ElectronicCircuit;kg;2.158156997;25;74.29053974;0.000706822;#N/A;FALSE;#N/A;3.26754E-05
Electrical equipment;Lighting;Steel;kg;5.160409556;25;2.078869338;1.9779E-05;3.35E-05;6.003;0.682;#N/A
Electrical equipment;Lighting;ElectronicCircuit;kg;2.211604096;25;76.13035669;0.000724327;#N/A;FALSE;#N/A;3.34846E-05
Electrical equipment;Lighting;Steel;kg;3.145699659;25;1.267244101;1.20569E-05;2.04E-05;6.003;0.682;#N/A
Electrical equipment;Lighting;ElectronicCircuit;kg;1.348156997;25;46.4077966;0.000441537;#N/A;FALSE;#N/A;2.04117E-05
Electrical equipment;Lighting;Steel;kg;70.46969283;25;28.38869321;0.000270098;0.00045726;6.003;0.682;#N/A
Electrical equipment;Lighting;ElectronicCircuit;kg;30.20129693;25;1039.623463;0.009891285;#N/A;FALSE;#N/A;0.00045726
Electrical equipment;Lighting;Aluminum profile;kg;74.25;25;293.971165;0.002796928;0.004033752;6.002;5.71;#N/A
Electrical equipment;Lighting;PMMA;kg;11.286;25;102.4377652;0.000974623;0.001256327;15.001;11.7;0.004033752
Electrical equipment;Lighting;PMMA;kg;2.478;25;22.49165179;0.000213992;0.000275844;15.001;11.7;0.001256327
Electrical equipment;Lighting;Polycarbonate;kg;2.16822816;25;18.6415623;0.000177361;0.000237235;15.003;11.5;0.000275844
Electrical equipment;Lighting;Aluminum profile;kg;1.7704656;25;7.009640876;6.66918E-05;9.62E-05;6.002;5.71;0.000237235
Electrical equipment;Lighting;Polycarbonate;kg;2.793141701;25;24.01432008;0.000228479;0.00030561;15.003;11.5;9.61834E-05
Electrical equipment;Lighting;Aluminum profile;kg;2.1016584;25;8.32090193;7.91675E-05;0.000114176;6.002;5.71;0.00030561
Electrical equipment;Lighting;Polycarbonate;kg;32.26666667;25;277.415951;0.002639417;0.003530438;15.003;11.5;0.000114176
Electrical equipment;Lighting;Aluminum profile;kg;64.53333333;25;255.5008644;0.002430911;0.003505878;6.002;5.71;0.003530438
Electrical equipment;Lighting;Polyester;kg;38.77203846;25;233.07784;0.002217571;0.003264664;15.004;8.85;0.003505878
Electrical equipment;Lighting;PMMA;kg;28.19784615;25;255.9387154;0.002435076;0.003138907;15.001;11.7;0.003264664
Electrical equipment;Lighting;LED;kg;16.73011538;25;4925.955318;0.046866993;0.000467975;06.002.01;2.94;0.003138907
Electrical equipment;Lighting;Steel;kg;591.324552;25;238.2149065;0.002266447;0.003836957;6.003;0.682;0.000467975
Electrical equipment;Lighting;PMMA;kg;109.1771899;25;990.9504995;0.009428196;0.012153305;15.001;11.7;0.003836957
Electrical equipment;Lighting;LED;kg;83.49825812;25;24584.92839;0.233908267;0.002335616;06.002.01;2.94;0.012153305
Electrical equipment;Lighting;Steel;kg;10.6786836;25;4.301904271;4.09296E-05;6.93E-05;6.003;0.682;0.002335616
Electrical equipment;Lighting;PMMA;kg;1.943370961;25;17.63907302;0.000167823;0.000216331;15.001;11.7;6.92913E-05
Electrical equipment;Lighting;LED;kg;1.486281982;25;437.6155493;0.004163604;4.16E-05;06.002.01;2.94;0.000216331
Electrical equipment;Lighting;Steel;kg;32.0501376;25;12.91138768;0.000122843;0.000207965;6.003;0.682;4.15743E-05
Electrical equipment;Lighting;PMMA;kg;5.855731711;25;53.14974923;0.000505682;0.000651844;15.001;11.7;0.000207965
Electrical equipment;Lighting;LED;kg;4.478439117;25;1318.615591;0.012545698;0.000125271;06.002.01;2.94;0.000651844
Electrical equipment;Lighting;Steel;kg;74.9613384;25;30.19815119;0.000287314;0.000486405;6.003;0.682;0.000125271
Electrical equipment;Lighting;PMMA;kg;13.90736281;25;126.2306544;0.001200996;0.001548129;15.001;11.7;0.000486405
Electrical equipment;Lighting;LED;kg;10.6362929;25;3131.712029;0.029796033;0.000297519;06.002.01;2.94;0.001548129
Electrical equipment;Lighting;Aluminum profile;kg;628.155;25;2486.996056;0.023662015;0.034125542;6.002;5.71;0.000297519
Electrical equipment;Lighting;PMMA;kg;76.33125;25;692.8232023;0.006591724;0.008496985;15.001;11.7;0.034125542
Electrical equipment;Lighting;ElectronicCircuit;kg;119.671875;25;4119.481668;0.039193965;#N/A;FALSE;#N/A;0.008496985
Electrical equipment;Lighting;Aluminum profile;kg;82.70242661;25;327.4360768;0.003115324;0.004492944;6.002;5.71;#N/A
Electrical equipment;Lighting;PMMA;kg;10.00911419;25;90.84806745;0.000864355;0.001114187;15.001;11.7;0.004492944
Electrical equipment;Lighting;PMMA;kg;11.81867156;25;107.2725768;0.001020623;0.001315622;15.001;11.7;0.001114187
Electrical equipment;Lighting;Chromium;kg;2.246238747;25;52.04043527;0.000495128;0.000116474;6.005;5.45;0.001315622
Electrical equipment;Lighting;ElectronicCircuit;kg;19.61531913;25;675.2208702;0.006424251;#N/A;FALSE;#N/A;0.000116474
Electrical equipment;Lighting;Aluminum profile;kg;4.962145596;25;19.64616461;0.000186919;0.000269577;6.002;5.71;#N/A
Electrical equipment;Lighting;PMMA;kg;1.329600551;25;12.06816489;0.00011482;0.000148007;15.001;11.7;0.000269577
Electrical equipment;Lighting;Chromium;kg;0.1796991;25;4.163234822;3.96102E-05;9.32E-06;6.005;5.45;0.000148007
Electrical equipment;Lighting;ElectronicCircuit;kg;0.882689361;25;30.38493916;0.000289091;#N/A;FALSE;#N/A;9.31792E-06
Electrical equipment;Lighting;Aluminum profile;kg;99.24291193;25;392.9232921;0.003738388;0.005391533;6.002;5.71;#N/A
Electrical equipment;Lighting;PMMA;kg;35.45601469;25;321.8177305;0.003061869;0.003946866;15.001;11.7;0.005391533
Electrical equipment;Lighting;ElectronicCircuit;kg;23.53838296;25;810.2650443;0.007709101;#N/A;FALSE;#N/A;0.003946866
Electrical equipment;Lighting;Aluminum profile;kg;216.6803577;25;857.8825211;0.008162148;0.011771513;6.002;5.71;#N/A
Electrical equipment;Lighting;PMMA;kg;38.70614937;25;351.3176891;0.00334254;0.004308662;15.001;11.7;0.011771513
Electrical equipment;Lighting;ElectronicCircuit;kg;25.69606806;25;884.53934;0.008415768;#N/A;FALSE;#N/A;0.004308662
Electrical equipment;Lighting;SiliconRubber;kg;0.384;25;31.44863474;0.000299212;#N/A;FALSE;#N/A;#N/A
Electrical equipment;Lighting;Aluminum profile;kg;0.003402;25;0.013469224;1.2815E-07;1.85E-07;6.002;5.71;#N/A
Electrical equipment;Lighting;ElectronicCircuit;kg;0.096;25;3.304621409;3.14411E-05;#N/A;FALSE;#N/A;1.84819E-07
Electrical equipment;Lighting;LED;kg;1.4395;25;423.8412299;0.004032551;4.03E-05;06.002.01;2.94;#N/A
Electrical equipment;Lighting;Aluminum profile;kg;15.1605;25;60.02356697;0.000571082;0.000823619;6.002;5.71;4.02657E-05
Electrical equipment;Cabling and wiring;Copper;kg;710.4;15;778.846872;0.012350298;0.024670187;6.008;2.19;0.000823619
Electrical equipment;Cabling and wiring;Copper;kg;43.2;15;47.36230978;0.000751032;0.001500214;6.008;2.19;0.024670187
Electrical equipment;Cabling and wiring;Copper;kg;144;15;157.8743659;0.002503439;0.005000714;6.008;2.19;0.001500214
Electrical equipment;Cabling and wiring;Copper;kg;38.4;15;42.09983092;0.000667584;0.001333524;6.008;2.19;0.005000714
Electrical equipment;Cabling and wiring;Copper;kg;120;15;131.5619716;0.002086199;0.004167261;6.008;2.19;0.001333524
Electrical equipment;Cabling and wiring;Copper;kg;487.2;15;534.1416048;0.008469968;0.016919081;6.008;2.19;0.004167261
Electrical equipment;Cabling and wiring;Copper;kg;240;15;263.1239432;0.004172398;0.008334523;6.008;2.19;0.016919081
Electrical equipment;Cabling and wiring;Copper;kg;180;15;197.3429574;0.003129299;0.006250892;6.008;2.19;0.008334523
Electrical equipment;Cabling and wiring;Polyvinyl chloride (PVC);kg;109.6;15;214.5894523;0.003402779;0.007681715;13.004;4.42;0.006250892
Electrical equipment;Cabling and wiring;Polyvinyl chloride (PVC);kg;57.6;15;112.7769384;0.001788322;0.004037106;13.004;4.42;0.007681715
Electrical equipment;Cabling and wiring;Polyvinyl chloride (PVC);kg;132.3;15;259.0345304;0.004107552;0.009272727;13.004;4.42;0.004037106
Electrical equipment;Cabling and wiring;Polyvinyl chloride (PVC);kg;26.3;15;51.49363681;0.000816543;0.001843331;13.004;4.42;0.009272727
Electrical equipment;Cabling and wiring;Polyvinyl chloride (PVC);kg;80.4;15;157.4178099;0.002496199;0.005635127;13.004;4.42;0.001843331
Electrical equipment;Cabling and wiring;Polyvinyl chloride (PVC);kg;259.55;15;508.1814994;0.008058315;0.018191507;13.004;4.42;0.005635127
Electrical equipment;Cabling and wiring;Polyvinyl chloride (PVC);kg;79.3;15;155.2640836;0.002462047;0.005558029;13.004;4.42;0.018191507
Electrical equipment;Cabling and wiring;Polyvinyl chloride (PVC);kg;32.85;15;64.31809769;0.001019902;0.002302412;13.004;4.42;0.005558029
Electrical equipment;Cabling and wiring;Copper;kg;158.4;15;173.6618025;0.002753783;0.005500785;6.008;2.19;0.002302412
Electrical equipment;Cabling and wiring;Copper;kg;288;15;315.7487319;0.005006878;0.010001427;6.008;2.19;0.005500785
Electrical equipment;Cabling and wiring;Copper;kg;1.4;15;1.534889669;2.4339E-05;4.86E-05;6.008;2.19;0.010001427
Electrical equipment;Cabling and wiring;Copper;kg;3.6;15;3.946859149;6.2586E-05;0.000125018;6.008;2.19;4.8618E-05
Electrical equipment;Cabling and wiring;Copper;kg;98.6;15;108.1000867;0.00171416;0.0034241;6.008;2.19;0.000125018
Electrical equipment;Cabling and wiring;Copper;kg;138.6;15;151.9540772;0.00240956;0.004813187;6.008;2.19;0.0034241
Electrical equipment;Cabling and wiring;Copper;kg;2.9;15;3.179414314;5.04165E-05;0.000100709;6.008;2.19;0.004813187
Electrical equipment;Cabling and wiring;Copper;kg;129;15;141.4291195;0.002242664;0.004479806;6.008;2.19;0.000100709
Electrical equipment;Cabling and wiring;Copper;kg;1224;15;1341.932111;0.02127923;0.042506065;6.008;2.19;0.004479806
Electrical equipment;Cabling and wiring;Copper;kg;14.5;15;15.89707157;0.000252082;0.000503544;6.008;2.19;0.042506065
Electrical equipment;Cabling and wiring;Copper;kg;360;15;394.6859149;0.006258597;0.012501784;6.008;2.19;0.000503544
Electrical equipment;Cabling and wiring;Copper;kg;150;15;164.4524645;0.002607749;0.005209077;6.008;2.19;0.012501784
Electrical equipment;Cabling and wiring;Copper;kg;230.4;15;252.5989855;0.004005502;0.008001142;6.008;2.19;0.005209077
Electrical equipment;Cabling and wiring;Copper;kg;10.1;15;11.07313261;0.000175588;0.000350744;6.008;2.19;0.008001142
Electrical equipment;Cabling and wiring;Polyoelfin;kg;171.6;15;355.4534514;0.005636482;0.014721088;13.002;5.41;0.000350744
Electrical equipment;Cabling and wiring;Polyoelfin;kg;222;15;459.8523672;0.007291952;0.019044765;13.002;5.41;0.014721088
Electrical equipment;Cabling and wiring;Polyoelfin;kg;2.7;15;5.59279906;8.86859E-05;0.000231626;13.002;5.41;0.019044765
Electrical equipment;Cabling and wiring;Polyoelfin;kg;4.35;15;9.010620708;0.000142883;0.000373174;13.002;5.41;0.000231626
Electrical equipment;Cabling and wiring;Polyoelfin;kg;54.4;15;112.684544;0.001786857;0.004666825;13.002;5.41;0.000373174
Electrical equipment;Cabling and wiring;Polyoelfin;kg;32.4;15;67.11358872;0.001064231;0.002779506;13.002;5.41;0.004666825
Electrical equipment;Cabling and wiring;Polyoelfin;kg;15.6;15;32.31395013;0.000512407;0.001338281;13.002;5.41;0.002779506
Electrical equipment;Cabling and wiring;Polyoelfin;kg;531;15;1099.917149;0.017441561;0.045553018;13.002;5.41;0.001338281
Electrical equipment;Cabling and wiring;Polyoelfin;kg;3536;15;7324.495362;0.116145685;0.30334364;13.002;5.41;0.045553018
Electrical equipment;Cabling and wiring;Polyoelfin;kg;44.25;15;91.65976238;0.001453463;0.003796085;13.002;5.41;0.30334364
Electrical equipment;Cabling and wiring;Polyoelfin;kg;1040;15;2154.263342;0.034160496;0.089218718;13.002;5.41;0.003796085
Electrical equipment;Cabling and wiring;Polyoelfin;kg;287.5;15;595.5295296;0.009443406;0.024663828;13.002;5.41;0.089218718
Electrical equipment;Cabling and wiring;Polyoelfin;kg;249.6;15;517.023202;0.008198519;0.021412492;13.002;5.41;0.024663828
Electrical equipment;Cabling and wiring;Polyoelfin;kg;24.9;15;51.57803578;0.000817881;0.002136102;13.002;5.41;0.021412492
Electrical equipment;Cabling and wiring;Copper;kg;99;15;108.5386266;0.001721114;0.003437991;6.008;2.19;0.002136102
Electrical equipment;Cabling and wiring;Polyoelfin;kg;231;15;478.4950307;0.007587572;0.01981685;13.002;5.41;0.003437991
Electrical equipment;Cabling and wiring;Copper;kg;3.48;15;3.815297177;6.04998E-05;0.000120851;6.008;2.19;0.01981685
Electrical equipment;Cabling and wiring;Polyoelfin;kg;16.02;15;33.18394109;0.000526203;0.001374311;13.002;5.41;0.000120851
Electrical equipment;Cabling and wiring;Copper;kg;6.188;15;6.784212337;0.000107578;0.000214892;6.008;2.19;0.001374311
Electrical equipment;Cabling and wiring;aluminium pipe？;kg;9.384;15;37.15320421;0.000589144;#N/A;FALSE;#N/A;0.000214892
Electrical equipment;Cabling and wiring;PE;kg;20.128;15;40.65699192;0.000644704;0.000303533;4.003;0.951;#N/A
Electrical equipment;Cabling and wiring;Copper;kg;237.72;15;260.6242658;0.00413276;0.008255345;6.008;2.19;0.000303533
Electrical equipment;Cabling and wiring;aluminium pipe？ profile;kg;584.64;15;2314.711137;0.036704742;#N/A;FALSE;#N/A;0.008255345
Electrical equipment;Cabling and wiring;PE;kg;647.64;15;1308.182345;0.020744055;0.009766513;4.003;0.951;#N/A
Electrical equipment;Cabling and wiring;Copper;kg;10.5;15;11.51167252;0.000182542;0.000364635;6.008;2.19;0.009766513
Electrical equipment;Cabling and wiring;Copper;kg;72.85;15;79.86908027;0.001266497;0.002529875;6.008;2.19;0.000364635
Electrical equipment;Cabling and wiring;Polyvinyl chloride (PVC);kg;3.85;15;7.53804189;0.000119532;0.000269841;13.004;4.42;0.002529875
Electrical equipment;Cabling and wiring;PE;kg;96.35;15;194.6194938;0.003086112;0.001452973;4.003;0.951;0.000269841
Electrical equipment;Cabling and wiring;Copper;kg;148.75;10;163.0820273;0.003879026;0.007748501;6.008;2.19;0.001452973
Electrical equipment;Cabling and wiring;Copper;kg;27;10;29.60144362;0.000704092;0.001406451;6.008;2.19;0.007748501
Electrical equipment;Cabling and wiring;Copper;kg;43.26;10;47.42809077;0.001128112;0.002253447;6.008;2.19;0.001406451
Electrical equipment;Cabling and wiring;Copper;kg;6.6;10;7.235908439;0.000172111;0.000343799;6.008;2.19;0.002253447
Electrical equipment;Cabling and wiring;aluminium pipe？;kg;139.5285713;10;552.4225814;0.013139779;#N/A;FALSE;#N/A;0.000343799
Electrical equipment;Cabling and wiring;aluminium pipe？;kg;23.79127359;10;94.19459142;0.002240488;#N/A;FALSE;#N/A;#N/A
Electrical equipment;Cabling and wiring;aluminium pipe？;kg;21.84704047;10;86.4969689;0.002057394;#N/A;FALSE;#N/A;#N/A
Electrical equipment;Cabling and wiring;Polyoelfin;kg;110.3714287;10;228.6241565;0.005437994;0.014202688;13.002;5.41;#N/A
Electrical equipment;Cabling and wiring;Polyoelfin;kg;11.00872641;10;22.80355361;0.000542399;0.001416612;13.002;5.41;0.014202688
Electrical equipment;Cabling and wiring;Polyoelfin;kg;18.89295953;10;39.13500973;0.000930855;0.002431162;13.002;5.41;0.001416612
Electrical equipment;Cabling and wiring;Polyoelfin;kg;31.4;15;65.04218166;0.001031384;0.002693719;13.002;5.41;0.002431162
Electrical equipment;Cabling and wiring;Copper;kg;2;15;2.192699527;3.477E-05;6.95E-05;6.008;2.19;0.002693719
Electrical equipment;Cabling and wiring;Copper;kg;180;15;197.3429574;0.003129299;0.006250892;6.008;2.19;6.94544E-05
Electrical equipment;Cabling and wiring;Copper;kg;3;15;3.289049291;5.2155E-05;0.000104182;6.008;2.19;0.006250892
Electrical equipment;Cabling and wiring;Copper;kg;135;15;148.0072181;0.002346974;0.004688169;6.008;2.19;0.000104182
Electrical equipment;Cabling and wiring;Copper;kg;18;15;19.73429574;0.00031293;0.000625089;6.008;2.19;0.004688169
Electrical equipment;Cabling and wiring;Copper;kg;247.5;15;271.3465665;0.004302786;0.008594976;6.008;2.19;0.000625089
Electrical equipment;Cabling and wiring;Copper;kg;48.6;15;53.28259851;0.000844911;0.001687741;6.008;2.19;0.008594976
Electrical equipment;Cabling and wiring;Copper;kg;112.5;15;123.3393484;0.001955812;0.003906807;6.008;2.19;0.001687741
Electrical equipment;Cabling and wiring;Polyoelfin;kg;3.5;15;7.249924708;0.000114963;0.000300255;13.002;5.41;0.003906807
Electrical equipment;Cabling and wiring;Polyoelfin;kg;193.5;15;400.817266;0.006355823;0.016599829;13.002;5.41;0.000300255
Electrical equipment;Cabling and wiring;Polyoelfin;kg;4.2;15;8.699909649;0.000137956;0.000360306;13.002;5.41;0.016599829
Electrical equipment;Cabling and wiring;Polyoelfin;kg;129;15;267.2115107;0.004237215;0.011066552;13.002;5.41;0.000360306
Electrical equipment;Cabling and wiring;Polyoelfin;kg;15;15;31.07110589;0.000492699;0.001286808;13.002;5.41;0.011066552
Electrical equipment;Cabling and wiring;Polyoelfin;kg;198;15;410.1385978;0.006503633;0.016985871;13.002;5.41;0.001286808
Electrical equipment;Cabling and wiring;Polyoelfin;kg;29.34;15;60.77508312;0.00096372;0.002516997;13.002;5.41;0.016985871
Electrical equipment;Cabling and wiring;Polyoelfin;kg;93;15;192.6408565;0.003054737;0.007978212;13.002;5.41;0.002516997
Electrical equipment;Cabling and wiring;Copper;kg;92.4;10;101.3027182;0.00240956;0.004813187;6.008;2.19;0.007978212
Electrical equipment;Cabling and wiring;aluminium pipe？;kg;84.42064821;10;334.2388728;0.007950118;#N/A;FALSE;#N/A;0.004813187
Electrical equipment;Cabling and wiring;Polyoelfin;kg;87.17935179;10;180.5839247;0.004295322;0.011218312;13.002;5.41;#N/A
Electrical equipment;Cabling and wiring;Copper;kg;1.25;15;1.370437204;2.17312E-05;4.34E-05;6.008;2.19;0.011218312
Electrical equipment;Cabling and wiring;aluminium pipe？;kg;1.172509003;15;4.642206566;7.36122E-05;#N/A;FALSE;#N/A;4.3409E-05
Electrical equipment;Cabling and wiring;Polyoelfin;kg;1.277490997;15;2.64620387;4.19613E-05;0.000109592;13.002;5.41;#N/A
Electrical equipment;Cabling and wiring;Copper;kg;1.25;15;1.370437204;2.17312E-05;4.34E-05;6.008;2.19;0.000109592
Electrical equipment;Cabling and wiring;aluminium pipe？;kg;1.982606132;15;7.849549285;0.000124472;#N/A;FALSE;#N/A;4.3409E-05
Electrical equipment;Cabling and wiring;Polyoelfin;kg;3.117393868;15;6.457391665;0.000102396;0.000267433;13.002;5.41;#N/A
Electrical equipment;Cabling and wiring;Copper;kg;77.5;15;84.96710667;0.001347337;0.002691356;6.008;2.19;0.000267433
Electrical equipment;Cabling and wiring;aluminium pipe？;kg;79.30424528;15;313.9819714;0.004978862;#N/A;FALSE;#N/A;0.002691356
Electrical equipment;Cabling and wiring;Polyoelfin;kg;29.19575472;15;60.47629242;0.000958982;0.002504623;13.002;5.41;#N/A
Electrical equipment;Cabling and wiring;Polyoelfin;kg;7.382742736;15;15.29266542;0.000242498;0.000633345;13.002;5.41;0.002504623
Electrical equipment;Cabling and wiring;Polyoelfin;kg;9.449910702;15;19.57461174;0.000310398;0.000810682;13.002;5.41;0.000633345
Electrical equipment;Cabling and wiring;Polyoelfin;kg;221.4822821;15;458.7799626;0.007274947;0.019000351;13.002;5.41;0.000810682
Electrical equipment;Cabling and wiring;Polyoelfin;kg;37.79964281;15;78.29844695;0.001241591;0.003242727;13.002;5.41;0.019000351
Electrical equipment;Cabling and wiring;Polyoelfin;kg;47.24955351;15;97.87305869;0.001551989;0.004053408;13.002;5.41;0.003242727
Electrical equipment;Cabling and wiring;Polyoelfin;kg;14.76548547;15;30.58533084;0.000484996;0.00126669;13.002;5.41;0.004053408
Electrical equipment;Cabling and wiring;Polyoelfin;kg;132.8893692;15;275.2679776;0.004364968;0.011400211;13.002;5.41;0.00126669
Electrical equipment;Cabling and wiring;Polyoelfin;kg;28.34973211;15;58.72383522;0.000931193;0.002432045;13.002;5.41;0.011400211
Electrical equipment;Cabling and wiring;Polyoelfin;kg;11.81238838;15;24.46826467;0.000387997;0.001013352;13.002;5.41;0.002432045
Electrical equipment;Cabling and wiring;Polyoelfin;kg;14.76548547;15;30.58533084;0.000484996;0.00126669;13.002;5.41;0.001013352
Electrical equipment;Cabling and wiring;Polyoelfin;kg;1033.583983;15;2140.973159;0.033949751;0.088668305;13.002;5.41;0.00126669
Electrical equipment;Cabling and wiring;Polyoelfin;kg;283.4973211;15;587.2383522;0.009311932;0.02432045;13.002;5.41;0.088668305
Electrical equipment;Cabling and wiring;Polyoelfin;kg;59.06194189;15;122.3413234;0.001939986;0.00506676;13.002;5.41;0.02432045
Electrical equipment;Cabling and wiring;Polyoelfin;kg;885.9291283;15;1835.11985;0.029099787;0.076001405;13.002;5.41;0.00506676
Electrical equipment;Cabling and wiring;Polyoelfin;kg;29.53097094;15;61.17066168;0.000969993;0.00253338;13.002;5.41;0.076001405
Electrical equipment;Cabling and wiring;Polyoelfin;kg;194.9044082;15;403.7263671;0.006401953;0.016720309;13.002;5.41;0.00253338
Electrical equipment;Cabling and wiring;PE;kg;94.49910702;15;190.8808342;0.003026828;0.001425061;4.003;0.951;0.016720309
Electrical equipment;Cabling and wiring;Copper;kg;74.5;10;81.67805738;0.001942773;0.003880762;6.008;2.19;0.001425061
Electrical equipment;Cabling and wiring;PE;kg;10.3910193;10;20.98904947;0.00049924;0.000235047;4.003;0.951;0.003880762
Electrical equipment;Cabling and wiring;Polyvinyl chloride (PVC);kg;18.8589807;10;36.92461988;0.000878279;0.001982701;13.004;4.42;0.000235047
Electrical equipment;Cabling and wiring;Copper;kg;28;10;30.69779338;0.00073017;0.001458541;6.008;2.19;0.001982701
Electrical equipment;Cabling and wiring;PE;kg;0.727965559;10;1.470433717;3.49754E-05;1.65E-05;4.003;0.951;0.001458541
Electrical equipment;Cabling and wiring;Polyvinyl chloride (PVC);kg;11.27203444;10;22.06988774;0.000524949;0.001185062;13.004;4.42;1.64668E-05
Electrical equipment;Cabling and wiring;Copper;kg;1072.4;10;1175.725486;0.027965498;0.055862138;6.008;2.19;0.001185062
Electrical equipment;Cabling and wiring;PE;kg;831.11;10;1678.777452;0.039930961;0.018799905;4.003;0.951;0.055862138
Electrical equipment;Cabling and wiring;Polyester;kg;1059.633333;10;6369.978425;0.151514638;0.223056824;15.004;8.85;0.018799905
Electrical equipment;Cabling and wiring;Copper;kg;116.5354945;10;127.7636619;0.003038953;0.006070423;6.008;2.19;0.223056824
Electrical equipment;Cabling and wiring;PE;kg;3985.434672;10;8050.267552;0.191481555;0.090151476;4.003;0.951;0.006070423
Electrical equipment;Cabling and wiring;Glass Fiber;kg;0.147262156;10;0.333892313;7.94188E-06;#N/A;FALSE;#N/A;0.090151476
Electrical equipment;Cabling and wiring;Polyoelfin;kg;11.85273784;10;24.55184484;0.000583984;0.00152522;13.002;5.41;#N/A
Electrical equipment;Cabling and wiring;Glass Fiber;kg;0.809941856;10;1.836407723;4.36803E-05;#N/A;FALSE;#N/A;0.00152522
Electrical equipment;Cabling and wiring;PE;kg;218.0603689;10;440.4649572;0.010476784;0.004932577;4.003;0.951;#N/A
